Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
飞鹰 R25,6324,silver,Off road,Domestic,,single cylinder four stroke air-cooled  150cc,12.0,8.8/7000,,-,,-,2100x810x1185,820,121,12,85,2,,-,,
飞鹰 RM35,11800,Flying,", sports car,",,Guangzhou Fuyang Technology Co.,single cylinder four stroke water-cooled  250cc,27.9,20.5/9750,,international 6-speed,standard,without,2030x710x1070,795,150,14,,2.8,,-,,
飞鹰 S25,19800,Flying,", sports car,",,Guangzhou Fuyang Technology Co.,inline dual cylinder four stroke water-cooled  320cc,41.5,30.5/10500,,international 6-speed,standard,-,2090x730x1200,780,163,15,170,3.2,,430,for,"Star Sparkle Black, Prussian Blue, Imitation Carbon Fiber Pattern, Shuttle Silver, Smoked Purple, Pearl White"
飞鹰 XF150R,11800,Flying,", street car,",,Guangzhou Fuyang Technology Co.,single cylinder four stroke water-cooled  250cc,27.9,20.5/9750,,international 6-speed,standard,-,2030x710x1070,795,150,14,,2.8,,-,,
飞鹰 小飞鹰150,11800,Flying,Retro,Domestic,Guangzhou Fuyang Technology Co.,single cylinder four stroke water-cooled  150cc,17.0,12.5/9500,,international 6-speed,standard,-,2007x704x1080,780,135,14,115,-,,-,,"white red, silver black, indigo"
飞鹰 风景FY125T-3P,6980,Flying,MINI,Domestic,,single cylinder four stroke air-cooled  150cc,,,,-,None,without,,,,0,,-,,-,,"black, green, red, gray"
飞鹰 星尚,4800,Flying,pedal,,,single cylinder four stroke air-cooled  125cc,8.2,6/,,-,-,-,1840x700x1110,,106,0,85,-,,-,,
飞鹰 飞尚,4980,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  110cc,7.6,5.6/,,CVT continuously variable transmission automatic transmission,-,-,1800x680x1070,,100,0,80,-,,-,,matte silver gray
飞鹰 雅致,4980,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  110cc,7.6,5.6/,,CVT continuously variable transmission automatic transmission,-,-,1800x680x1070,,100,0,80,-,,-,,
飞鹰 鬼火 FY110T-5A,5500,Flying,pedal,,,single cylinder four stroke air-cooled  102cc,6.7,4.9/,,-,,-,1710x640x1025,,83,0,75,-,,-,,
飞鹰 FY100T-8A,5680,Flying,pedal,,,air-cooled  110cc,7.6,5.6/8000,,CVT continuously variable transmission automatic transmission,none,without,1735x660x1050,,,5,80,-,,-,,
飞鹰 NCX,6337,Flying,pedal,,,single cylinder four stroke air-cooled  100cc,,,,-,-,-,1740x675x1040,,83,6,75,-,,-,,
飞鹰 花嫁FY100T-A,6380,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  110cc,7.6,5.6/,,CVT continuously variable transmission automatic transmission,,-,1910x700x1125,,,0,80,-,,-,,"white, gray"
飞鹰 雅格FY110T-A,6680,Flying,pedal,,,single cylinder four stroke air-cooled  110cc,6.7,4.9/,,-,None,-,,750,90,0,75,-,,-,,
飞鹰 酷禧FY110T-C,6680,Flying,pedal,,,single cylinder four stroke air-cooled  110cc,7.6,5.6/8000,,-,None,-,1710x640x1025,,83,4.5,80,1.81,,-,,
飞鹰 新喜爱FY110T-B,6680,Flying,pedal,,,single cylinder four stroke air-cooled  110cc,7.6,5.6/8000,,-,None,-,1700x670x1065,,83,5,80,1.81,,-,,
飞鹰 酷星FY110T-C,6680,Flying,pedal,,,single cylinder four stroke air-cooled  110cc,7.6,5.6/8000,,-,None,-,1800x690x1040,,90,4.5,80,1.81,,-,,
飞鹰 喜劲FY110T-3A,6680,Flying,pedal,,,single cylinder four stroke air-cooled  110cc,7.6,5.6/8000,,-,None,-,1700x670x1065,,83,5,80,1.81,,-,,
飞鹰 E酷FY110T-2B,6880,Flying,pedal,,,single cylinder four stroke air-cooled  110cc,7.61,5.6/8000,,-,None,-,1800x680x1070,,100,4.5,80,1.81,,-,,
飞鹰 Rszero FY100T-8B,6880,Flying,pedal,,,single cylinder four stroke air-cooled  110cc,7.6,5.6/8000,,CVT continuously variable transmission automatic transmission,none,-,1800x730x1120,740,,5.5,80,1.81,,150,,
飞鹰 优雅,6891,Flying,pedal,,,single cylinder four stroke air-cooled  100cc,,,,-,None,-,,,95,5,75,-,,-,,
飞鹰 乐行,6980,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  110cc,7.6,5.6/8000,,CVT continuously variable transmission automatic transmission,-,-,1900x680x1125,745,,5.5,80,2.2,,-,,"matte black, matte gray, matte silver, red, matte blue, pearl white"
飞鹰 FY100T-8B,6980,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  110cc,7.6,5.6/8000,,CVT continuously variable transmission automatic transmission,-,-,1900x680x1125,745,,5.5,80,2.2,,-,,
飞鹰 维纳斯,7380,Flying,pedal,,,single cylinder four stroke air-cooled  100cc,6.7,4.9/8000,,-,-,-,1735x660x1050,,83,4.5,75,1.5,,-,,
飞鹰 凌雅,7980,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  110cc,7.6,5.6/,,CVT continuously variable transmission automatic transmission,-,standard,1860x670x1130,,100,0,80,-,,-,,"beige, frosted gray, matte gray, matte black, bay blue, Tiffany blue"
飞鹰 劲战四代目FY125T-3J,8053,Feiying,pedal,,,single cylinder four stroke air-cooled  102cc,6.7,4.9/8000,,-,,-,1849x700x1120,740,102,6,,-,,-,,
飞鹰 赛格FY125T-3Y,8800,Flying,pedal,,,single cylinder four stroke air-cooled  125cc,10.88,8/5500,,Automatic,None,-,1855,780,106,6.5,85,-,,-,,
飞鹰 喜劲FY125T-3J,8850,Flying,pedal,,,single cylinder 4-stroke air-cooled  125cc,10.9,8/7500,,-,None,-,,780,106,4.2,,2.1,,-,,
飞鹰 飞雅UFR,8000,Flying,", street car,",,,single cylinder four stroke air-cooled  125cc,,,,-,None,-,,780,106,6.5,,-,,-,,
飞鹰 飞雅新优雅,6980,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  110cc,7.6,5.6/8000,,CVT continuously variable transmission automatic transmission,standard,-,1910x700x1175,745,100,5.5,80,2.2,,-,,
飞鹰 飞雅鹰戈,6980,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  110cc,7.7,5.7/,,CVT continuously variable transmission automatic transmission,,-,1900x680x1125,,100,0,80,-,,-,,matte silver gray
飞鹰 飞雅LR,6980,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  110cc,7.6,5.6/,,CVT continuously variable transmission automatic transmission,standard,-,1880x730x1220,,100,0,80,-,,-,,white and green
飞鹰 飙风150,7980,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  110cc,7.6,5.6/,,CVT continuously variable transmission automatic transmission,,-,1860x670x1130,,100,0,,-,,-,,
飞鹰 F-Max 150,5980,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  150cc,11.0,8.1/8000,,CVT continuously variable transmission automatic transmission,none,standard,1830x680x1100,785,114,0,105,-,,-,,
飞鹰 拉蒂克150,11980,Flying,pedal,,,single cylinder four stroke water-cooled  150cc,15.0,11/8500,,CVT continuously variable transmission automatic transmission,standard,without,1990x715x1115,790,,6.9,105,-,,-,,
飞鹰 剑侠,11680,Flying,pedal,,Guangzhou Fuyang Technology Co.,single cylinder four stroke air-cooled  150cc,11.0,8.1/8000,,CVT continuously variable transmission automatic transmission,none,standard,1940x755x1165,795,120,0,105,-,,-,,
飞鹰 天箭,4380,Flying,", street car,",,,single cylinder four stroke air-cooled  125cc,10.3,7.6/,,-,-,-,2050x740x1110,,131,0,85,-,,-,,
飞鹰 翼侠FY125-18,5600,Flying,", street car,",,,single cylinder four stroke air-cooled  125cc,9.7,7.1/7800,,-,-,-,1980x745x1050,780,,13,,-,,-,,
飞鹰 刀郎 FY 125-20,6180,Flying,", street car,",,,single cylinder four stroke air-cooled  125cc,10.33,7.6/,,-,,-,2050,,131,0,85,-,,-,,
鑫源 骓1200,Currently no quotation available,Feiying,Retro,Domestic,,single cylinder four stroke air-cooled  125cc,8.6,6.3/7500,,-,None,-,1820x786x1065,835,,5.1,90,-,,-,,
鑫源 悠客YOYO,46800,Xinyuan,Cruising Crown Prince,Domestic,Chongqing Xinyuan Motorcycle Co.,"V-type twin cylinder four stroke air-cooled, 1200cc",61.2,45/5500,,international 5-speed,standard,-,2180x830x1100,710,262,14,165,-,,230,,"dark clouds stepping on snow, green Cong Bi Lan, red rabbit rouge"
鑫源 SIXDAYS 250,6380,Xinyuan,Retro,Domestic,,single cylinder four stroke air-cooled  125cc,8.2,6/7500,,cycle 4th gear,none,without,1820x770x1040,760,86,8.5,75,-,,400,,"Mint Blue, Vitality Yellow, Watermelon Red, Light Rice White"
鑫源 棍王攀爬者,16800,Xinyuan,Retro,Domestic,,single cylinder four stroke water-cooled  250cc,24.5,18/8000,,-,,standard,2130x760x1140,810,157,15,,2.9,,-,,
鑫源 Rams 440,19800,Xinyuan,Retro,Domestic,,single cylinder four stroke oil cooled  400cc,26.5,19.5/7000,,international 5-speed,standard,without,213x80x1190,820,,14,130,3.6,,-,,"Vitality Orange, Chrome, Matte Medium Grey, Matte Red"
鑫源 新棍王650,24800,Xinyuan,Retro,Domestic,,single cylinder four stroke oil cooled  450cc,28.6,21/6500,,international 5-speed,standard,-,2180x820x1120,810,172,14.5,130,4,,-,,
鑫源 SIXDAYS 500,24980,Xinyuan,Retro,Domestic,Chongqing Xinyuan Motorcycle Co.,single cylinder four stroke oil cooled  650cc,40.8,30/6000,,international 5-speed,standard,-,2110x790x1150,800,183,13,150,4.5,,-,,"Night sky black, ivory white, sky blue, sparkling dark green"
鑫源 铁甲440,25800,Xinyuan,Retro,Domestic,,single cylinder four stroke oil cooled  500cc,29.9,22/,,international 6-speed,standard,-,2120x810x1150,,173,0,128,-,,-,,
鑫源 TT racer 440,26800,Xinyuan,Retro,Domestic,,single cylinder four stroke air-cooled/oil cooled  445cc,28.55,21/6500,,international 5-speed,,-,2180x820x1120,810,172,14.5,130,4,,-,,
鑫源 GM440,26800,Xinyuan,Retro,Domestic,,single cylinder four stroke oil cooled  445cc,27.8,20.5/6500,,international 5-speed,standard,-,2130,800,160,14,,-,,-,,
鑫源 银瓶440,28800,Xinyuan,", street car,",,,single cylinder four stroke oil cooled  440cc,27.9,20.5/,,-,None,-,,809,167,22.5,,-,,-,,
鑫源 棍王400 梦想版,24800,Xinyuan,Retro,Domestic,,single cylinder four stroke oil cooled  440cc,28.6,21/6500,,international 5-speed,,-,2142x813x1170,820,,22,140,-,,-,,
鑫源 欧版棍王440,17800,Xinyuan,Retro,Domestic,,single cylinder four stroke air-cooled  400cc,26.5,19.5/7000,,-,None,-,2130x760x1130,790,163,13,130,3.8,,-,,
鑫源 攀爬者440,20800,Xinyuan,Retro,Domestic,,single cylinder four stroke oil cooled  440cc,27.9,20.5/6500,,-,None,-,2130x740x1130,780,164,13,140,4,,-,,
鑫源 黑桃A,20800,Xinyuan,Retro,Domestic,,single cylinder four stroke oil cooled  440cc,,,,-,,-,213x80x1190,790,,13,,-,,-,,
鑫源 周末风400,10800,Xinyuan,Cruising Crown Prince,Domestic,,single cylinder four stroke air-cooled  250cc,16.3,12/7000,,international 6-speed,none,-,2240x860x1140,670,184,15,110,2.9,,-,,
鑫源 自由风 500,31800,Xinyuan,Three Wheel,Domestic,Chongqing Xinyuan Motorcycle Co.,single cylinder four stroke air-cooled  400cc,26.5,19.5/7000,,forward 5th gear+reverse gear,none,standard,2130x15800x1130,790,262,13,100,4.8,,-,,"light coffee, tree green"
鑫源 龙卷风520,46800,Xinyuan,Three Wheel,Domestic,,single cylinder four stroke oil cooled  500cc,29.9,22/6000,,-,None,-,2300x1620x1240,890,326,13,,-,,-,,
鑫源 白菜XY150GY-C,48000,Xinyuan,Three Wheel,Domestic,Chongqing Xinyuan Motorcycle Co.,inline dual cylinder four stroke water-cooled  500cc,53.8,39.6/8500,,forward 5-speed+1-speed reverse,-,standard,2290x1640x1170,800,358,18,110,-,,400,,"Sparkling Black, Arctic Grey, Jazz White"
鑫源 X-TRICKER(魔术师ll代),6187,Xinyuan,Off road,Domestic,,single cylinder four stroke air-cooled  150cc,12.9,9.5/9500,,-,,-,2120x820x1155,,119,0,85,-,,-,,
鑫源 XY50GY-11A,8000,Xinyuan,Off road,Domestic,,single cylinder four stroke air-cooled  233cc,16.3,12/8000,,-,None,-,1980x820x1220,820,112,0,,-,,-,,
鑫源 X-TRAIL(迅龙),8146,Xinyuan,", street car,",,,single cylinder four stroke air-cooled  150cc,10.9,8/7500,,-,-,-,1945x815x1105,,109,0,90,-,,-,,
鑫源 X3 XY200GY-5,8800,Xinyuan,tension,,,single cylinder four stroke air-cooled  250cc,16.32,12/8000,,international 5-speed,-,-,2080x860x1270,840,127,15,,-,,-,,
鑫源 X-Tricker魔术师,9500,Xinyuan,Off road,Domestic,,single cylinder four stroke air-cooled  200cc,14.0,10.3/7000,,-,,-,2075x830x1220,780,128,0,95,-,,-,,
鑫源 越腾XY150GY-6B,9680,Xinyuan,Off road,Domestic,,single cylinder four stroke air-cooled  250cc,15.2,11.2/7500,,international 5-speed,none,-,1950x820x1170,820,124,7.5,105,2.8,,-,,
鑫源 X5 XY400GY,11200,Xinyuan,Off road,Domestic,,single cylinder four stroke oil cooled  250cc,17.0,12.5/7000,,-,-,-,2120x840x1220,,144,18,,-,,-,,
鑫源 X5,24800,Xinyuan,Off road,Domestic,,single cylinder four stroke air-cooled  400cc,29.91,22/7000,,4,,-,2170,890,,19,150,4,,-,,
鑫源 XY250GY-7,27800,Xinyuan,Off road,Domestic,,single cylinder four stroke oil cooled  400cc,29.91,22/7000,,in fifth gear/constant gear engagement,none,-,2200x865x1477,890,148,18,,-,,-,,
鑫源 雪橇650,16980,Xinyuan,tension,,,single cylinder four stroke water-cooled  248cc,26.5,19.5/9500,,-,,-,2130x820x1300,950,122,0,120,-,,-,,
鑫源 DM250 牧羊人,Currently no quotation available,Xinyuan,tension,,,single cylinder four stroke oil cooled  650cc,34.0,25/6000,,international 5-speed,standard,-,2090x870x1210,850,179,11,140,-,,-,,
鑫源 锋刃525,9980,Xinyuan,", street car,",,Chongqing Xinyuan Motorcycle Co.,single cylinder four stroke air-cooled  250cc,15.4,11.3/7000,,international 5-speed,none,without,1980x820x1220,780,136,13,105,2.8,,-,,
鑫源 GN太子 XY 125GY,22980,Xinyuan,", street car,",,Chongqing Xinyuan Motorcycle Co.,inline dual cylinder four stroke water-cooled  500cc,53.8,39.6/8500,,international 6-speed,standard,-,2050x790x1120,790,186,15,179,-,,-,,
鑫源 越能XY150-17A,4500,Xinyuan,Cruising Crown Prince,Domestic,,single cylinder four stroke air-cooled  125cc,9.9,7.3/8500,,-,-,-,2040x805x1100,,117,0,85,-,,-,,
鑫源 越富XY150-9,6780,Xinyuan,", street car,",,,single cylinder four stroke air-cooled  150cc,10.9,8/7500,,-,-,-,205x80x1090,,130,0,,-,,-,,
鑫源 爱跑XY250-3,9280,Xinyuan,", street car,",,,single cylinder four stroke air-cooled  150cc,10.9,8/7000,,-,-,-,2040x790x1050,,133,14,85,-,,-,,
雅迪 M5,16000,Xinyuan,", sports car,",,,single cylinder four stroke water-cooled  250cc,25.2,18.5/8500,,-,,-,205x80x1120,780,,0,,-,,-,,
雅迪 Q9,3699,Yadi,pedal,,,,0.7,0.5/,,,none,without,1755x710x1100,,,,39,,,-,,"Pearl Swan Grey, Pearl Matcha Green, Starry Sky White, Silk Red, Thousand Bird Brown"
雅迪 E3,3999,Yadi,pedal,,Yadi Technology Group Co.,,,,,,,-,1640x710x1030,,94,,45,,,-,,Strawberry Red
雅迪 Q50,4399,Yadi,pedal,,,,0.8,0.6/,,,none,without,1670x680x1065,,,,39,,,-,,"Rainbow Coral Blue, Rainbow Ice Sand Powder, Sea Blue, Thousand Bird Brown, Firefly Green, Taff White"
雅迪 Q50-D,Currently no quotation available,Yadi,pedal,,Yadi Technology Group Co.,,0.8,0.6/,,,-,-,1530x675x1070,710,86,,45,,,-,,"Spring Morning Green, Eastern Red, First Dew White"
雅迪 摩登,4399,Yadi,pedal,,,,0.5,0.4/,,,-,-,1585x675x1100,,54,,25,,,-,,"Spring Star Green, Unicorn Grey, Ice Pink, Gentleman Green, Manchester Gold"
雅迪 E8,4690,Yadi,pedal,,,,0.5,0.4/,,,,-,1470x680x1005,,,,,,,-,,"New Bright Black, New Taff White"
雅迪 DT6,5599,Yadi,pedal,,,,,,,,none,without,1830x710x1165,,,,50,,,-,,"Star Blank, Bright Black, Lava Red, Thousand Bird Brown, Morandi Grey"
雅迪 T60,4999,Yadi,pedal,,,,0.5,0.4/,,,none,without,1721x663x1099,,,,25,,,-,,
雅迪 T60-D,Currently no quotation available,Yadi,pedal,,Zhejiang Yadi Locomotive Co.,,,,,,-,-,1830x720x1080,,112,,51,,,-,,"Soro Grey, Starry Black, Lake Sea Blue, Sage Green, Matte Zirconium Lime, New Taff White"
雅迪 M85-D,5090,Yadi,pedal,,,,0.5,0.4/,,,-,-,1730x720x1098,,,,,,,-,,
雅迪 M85,5090,Yadi,pedal,,,,,,,,-,-,1665x720x1100,,,,,,,-,,
雅迪 T5,5290,Yadi,pedal,,Anhui Yadi Locomotive Co.,,,,,,,-,1720x720x1255,,106,,52,,,-,,
雅迪 DE8,5399,Yadi,pedal,,,,,,,,none,without,1780x670x1095,740,,,55,,,-,,
雅迪 X7,Currently no quotation available,Yadi,pedal,,,,0.5,0.4/,,,-,-,1723x695x1240,,,,25,,,-,,"Alice Blue, Enchanted Volcano Purple, Bright Thor Green, Milk White/Dark Stone Green, Rock Grey, Starry Sky White/Granite Blue"
雅迪 G5,5990,Yadi,pedal,,,,,,,,,-,1800x730x1080,,,,49,,,-,,"Rainbow Meteorite Grey/Mineral Dark Grey, Beautiful Pearl Red/New Taff White/New Oil Light Black, Future Silver/Mineral Dark Grey, Matte Black/Moonlight Gold, New Taff White/Moonlight Gold, Obsidian Lime/Mineral Dark Grey, Oil Light Digital Silver/Mineral Dark Grey"
雅迪 E80,5999,Yadi,pedal,,,,,,,,none,without,1810x720x1095,,,,45,,,-,,
雅迪 E10,6590,Yadi,pedal,,Yadi Technology Group Co.,,2.0,1.5/,,,-,-,1910x750x1140,,145,,55,,,-,,"Supreme Purple, Supreme Black/Anodized Silver, Dragon Song Grey, Supreme Black"
雅迪 E9,Currently no quotation available,Yadi,pedal,,Zhejiang Yadi Locomotive Co.,,,,,,-,-,1825x775x1120,,,,50,,,-,,"Sky Gold, Starry Black, Solo Grey, New Taff White"
雅迪 DM6,6799,Yadi,pedal,,,,,,,,-,-,1820x790x1360,,,,52,,,-,,"Clear White/Starry Black, Solo Grey/Starry Black, Starry Black"
雅迪 Q6,Currently no quotation available,Yadi,pedal,,,,0.5,0.4/,,,-,-,1722x690x1240,,,,25,,,-,,"Star Blank, Thousand Bird Brown, Tianmu Blue, Peach Red, Interstellar Grey"
雅迪 Q7,Currently no quotation available,Yadi,pedal,,,,0.8,0.6/,,,-,-,1530x690x1075,,,,35,,,-,,"Dudu Pink, Quiet Blue, New Year Edition, Cream White/Oat Warm Brown, Yogurt White, Duckling Yellow, New Bright Black, Vitality Green"
雅迪 DS6,Currently no quotation available,Yadi,pedal,,,,0.8,0.6/,,,-,-,1530x705x1070,,,,35,,,-,,"New Year edition, Sea foam green, Bright Night green, Tranquil blue, Jazz white, Mo Dai blue, Grandma gray, New Taff white"
雅迪 M9旅行版,Currently no quotation available,Yadi,pedal,,,,0.5,0.4/,,,-,-,1540x710x1115,,,,25,,,-,,"New Year Edition, Industrial White, Building Block Blue, Bamboo Green, College Blue, College Green, Middle Yellow"
雅迪 A7,Currently no quotation available,Yadi,Three Wheel,Domestic,,,,,,,-,standard,1810x1310x1050,,,,,,,-,,"Clear Blank/Khaki Grey/Pine Green, Clear Blank/Rice Apricot White/Green Peach Brown"
雅迪 C16,Currently no quotation available,Yadi,Three Wheel,Domestic,,,0.7,0.5/,,,-,-,1540x690x990,,,,,,,-,,
大运 天錾150R,Currently no quotation available,Yadi,Three Wheel,Domestic,Yadi Technology Group Co.,,0.8,0.6/,,,-,standard,1950x820x1700,,,,,,,-,,"Sea foam green/cream white, new glossy black/textured gray, cream white/oat warm brown, cream white/Chilean red"
大运 天錾 200R,8880,Dayun,", sports car,",,Guangzhou Dayun Motorcycle Co.,single cylinder four stroke air-cooled  150cc,11.6,8.5/7500,,international 5-speed,,-,2095x770x1105,775,150,16,100,2.4,,600,for,
大运 天錾 250R,9280,Dayun,", sports car,",,Guangzhou Dayun Motorcycle Co.,single cylinder four stroke air-cooled  200cc,14.3,10.5/7200,,international 5-speed,none,standard,2095x770x1105,775,158,16,120,2.9,,552,,"Flame Red, Polar White, Black Warrior, Full Black, Pearl Black"
大运 PTG200X,11980,Dayun,", sports car,",,Guangzhou Dayun Motorcycle Co.,single cylinder four stroke oil cooled  250cc,19.0,14/8000,,international 6-speed,standard,-,2095x770x1105,775,162,16,120,2.7,,500,for,"Cyber Blue, Pearl Black, Camel Grey"
大运 PTG300X,13280,Dayun,tension,,Guangzhou Dayun Motorcycle Co.,single cylinder four stroke air-cooled  200cc,14.3,10.5/7200,,international 5-speed,,standard,2070x780x1320,770,155,16,115,2.5,,517,for,"Pearl Black, Premium Red, Goose Yellow"
大运 PTG400X,19980,Dayun,tension,,,single cylinder four stroke water-cooled  300cc,26.5,19.5/8000,,-,standard,without,2047,780,170,16,,-,,-,,"Titanium Yellow, Moonlight Silver"
大运 DY200-6F,,Dayun,tension,,,inline dual cylinder four stroke water-cooled  400cc,42.1,31/9000,,international 6-speed,standard,without,2110x780x1320,785,180,17,145,3.8,,450,,
大运 STS400C,8980,Dayun,Retro,Domestic,,single cylinder four stroke air-cooled  200cc,14.3,10.5/7200,,international 5-speed,none,-,1980x770x1045,760,,15.5,95,2.8,,500,,
大运 STS150R,23980,Dayun,Retro,Domestic,,inline dual cylinder four stroke water-cooled  400cc,42.1,31/9000,,international 6-speed,standard,without,2080x775x1125,780,189,16,160,3.8,,-,,"Jade Gold, Extraordinary Silver"
大运 STS250,,Dayun,Retro,Domestic,,single cylinder four stroke water-cooled  150cc,16.3,12/8500,,-,standard,without,2040x765x1060,790,135,15,120,2.3,,650,,
大运 巧巧DY48QT-K,,Dayun,Retro,Domestic,,single cylinder four stroke water-cooled  250cc,25.8,19/9000,,-,standard,without,2040x765x1060,795,165,16,130,3.2,,500,,gray
大运 DY125t-12,4100,Dayun,pedal,,,single cylinder four stroke air-cooled  50cc,3.3,2.4/8500,,-,-,-,1700x640x1075,,85,0,80,-,,-,,
大运 DY125T-5K,4300,Dayun,pedal,,,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,-,-,-,1820x660x1110,,110,0,80,-,,-,,
大运 喜梦3代-DY100T-K,4980,Dayun,pedal,,,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,-,-,-,1810x710x1070,,115,0,,-,,-,,
大运 COCO2代 DY100T-5A,4980,Dayun,pedal,,,single cylinder four stroke air-cooled  100cc,5.2,3.8/7500,,-,,-,,,105,0,,-,,-,,
大运 佳影DY125T-21AF,4980,Dayun,pedal,,,single cylinder four stroke air-cooled  100cc,7.6,5.6/7500,,-,None,-,1710x630x1050,,96,0,,-,,-,,
大运 DY100T-K,5280,Dayun,pedal,,,single cylinder four stroke air-cooled  125cc,7.6,5.6/7500,,-,-,-,,,,0,,-,,-,,"Pearl Black, Jujube Red, Pearl White, Peach Red, Silver White"
大运 DY125t-11,5290,Dayun,pedal,,,single cylinder four stroke air-cooled  100cc,5.2,3.8/7500,,-,-,-,1790x650x1090,,105,0,,-,,-,,
大运 佳祺,5480,Dayun,pedal,,,single cylinder four stroke air-cooled  125cc,8.4,6.2/,,-,-,-,1830x660x1100,,115,0,80,-,,-,,
大运 柏拉图,7280,Dayun,pedal,,Guangzhou Dayun Motorcycle Co.,single cylinder four stroke air-cooled  110cc,8.8,6.5/7500,,CVT continuously variable transmission automatic transmission,-,-,1890x685x1090,740,105,5.6,80,1.9,,200,for,"matte blue, matte gray"
大运 C-Max 150 驰途,6980,Dayun,pedal,,Guangzhou Dayun Motorcycle Co.,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,CVT continuously variable transmission automatic transmission,,-,1840x740x1110,740,105,8.5,80,2.3,,320,for,
大运 Dream DY125T-17,11980,Dayun,pedal,,Guangzhou Dayun Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,without,1960x770x1115,750,130,10.5,,2.4,,-,of,
大运 骊影2代-DY125T-15,5680,Dayun,pedal,,,single cylinder four stroke air-cooled  125cc,8.4,6.2/7500,,-,,-,1830x645x1150,,,0,,-,,-,,
大运 睿梦DY110T,5580,Dayun,pedal,,,single cylinder four stroke air-cooled  125cc,9.8,7.2/7500,,-,None,-,1830x660x1100,730,115,0,,-,,-,,
大运 骊影FI版-DY125T-15A,5580,Dayun,pedal,,,single cylinder four stroke air-cooled  110cc,9.8,7.2/7500,,-,None,-,1860x645x1140,740,110,0,80,-,,-,,
大运 电喷DY110T-A,6580,Dayun,pedal,,,single cylinder four stroke air-cooled  125cc,9.8,7.2/7500,,-,None,-,1830x660x1100,730,115,0,90,-,,-,,
大运 运CG DY125-2K,,Dayun,pedal,,,single cylinder four stroke air-cooled  110cc,9.8,7.2/7500,,-,None,-,1860x645x1140,740,110,0,80,-,,-,,
大运 逍悦三代DY150-3L,5880,Dayun,", street car,",,,single cylinder four stroke air-cooled  125cc,11.3,8.3/8500,,-,,-,,750,,0,90,-,,-,,
大运 风驰DY150-28,6980,Dayun,", street car,",,,single cylinder four stroke air-cooled  150cc,11.0,8.1/7500,,5,None,-,,780,125,12.5,100,-,,500,,
大运 劲錾 DY 150-29 F,6980,Dayun,", street car,",,,single cylinder four stroke air-cooled  149cc,11.0,8.1/7500,,international gear,none,-,,,,12,,1.5,,-,,
大运 机甲 DY150-46F,9880,Dayun,", street car,",,,single cylinder four stroke air-cooled  150cc,11.0,8.1/7500,,-,None,-,2040x765x1060,,155,0,90,-,,-,,
大运 DY200-3AF,9980,Dayun,", street car,",,Guangzhou Dayun Motorcycle Co.,single cylinder four stroke air-cooled  150cc,11.4,8.4/7500,,international 5-speed,,-,1985x730x1085,775,142,16.5,100,2.2,,-,of,"premium red, great grey, dark alert, red tea orange, citrus green, flowing bright yellow"
大运 新劲錾 DY200-3F,10800,Dayun,", street car,",,,single cylinder oil cooled  200cc,14.3,10.5/7200,,-,None,without,2040x765x1060,772,,16,,-,,500,,
大运 天骁DY250-3,9980,Dayun,", street car,",,,single cylinder four stroke oil cooled  200cc,14.3,10.5/7200,,-,None,-,2040x765x1070,800,155,16,95,2.8,,-,,
大运 DY300-ZF,17280,Dayun,", street car,",,,single cylinder four stroke water-cooled  250cc,21.1,15.5/7500,,-,None,-,2112x782x1084,770,,0,110,3,,-,,
大运 驰302,18880,Dayun,", street car,",,,single cylinder four stroke water-cooled  300cc,26.5,19.5/8000,,international 6-speed,standard,-,2112x782x1104,770,,14.5,125,3.6,,380,,
大运 DY150-200,17800,Dayun,", street car,",,,inline dual cylinder four stroke water-cooled  300cc,25.8,19/8500,,international 6-speed,standard,without,2060x760x1150,785,170,15,135,3.6,,370,,
