Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
贝纳利 小黄龙 TNT25,18800,Benelli,street car,domestic production,Zhejiang Qianjiang Motorcycle Co.,single cylinder four stroke water-cooled  250cc,24.5,18/9000,,international 6-speed,standard,xx(mm),2060x820x1140,780,167,17,129,-,,-,,"Taff white, silver blue"
贝纳利 蓝宝龙 BN302S,26600,Benelli,street car,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  300cc,35.4,26/12000,,international 6-speed,standard,xx(mm),213x80x1120,795,204,16,,-,,-,,
贝纳利 TNT600i,,Benelli,street car,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline four cylinder four stroke water-cooled  600cc,81.6,60/11000,,international 6-speed,standard,-,214x80x1100,800,233,15,190,-,,-,,"Satisfied Grey/Day Night Black, Day Night Black, Space Silver/Day Night Black, Space Silver"
贝纳利 502C,39800,Benelli,Cruising Crown Prince,Domestic,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,standard,-,2280x940x1140,800,220,19,160,-,,-,,"Brilliant Purple Demon Red, Blue Demon Lady, Zou Yingqi Purple, High Cold Silver Black"
贝纳利 902S,39800,Benelli,street car,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  900cc,104.7,77/9000,,international 6-speed,standard,-,213x80x1110,810,220,14.5,225,-,,-,,"Black, Interstellar Grey/Starry Black, Forest Green/Starry Black, Starry Black"
贝纳利 752S,Currently no quotation available,Benelli,street car,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  750cc,81.6,60/9000,,international 6-speed,standard,xx(mm),2130x820x1110,810,228,14.5,220,6.5,,250,,
贝纳利 TNT899,79800,Benelli,street car,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline three cylinder four stroke water-cooled+oil cooled  900cc,119.6,88/10000,,international 6-speed,standard,xx(mm),2080x815x1100,815,210,15.5,238,-,,-,,"red, yellow, black, green"
贝纳利 TNT 1130 Sport Evo,Currently no quotation available,Benelli,street car,domestic production,,inline three cylinder four stroke water-cooled  1130cc,137.32,101/9500,,international 6-speed,none,-,2128,820,208,16,252,10,,-,,
贝纳利 TNT R160,Currently no quotation available,Benelli,street car,domestic production,,inline three cylinder four stroke water-cooled  1130cc,,,,international 6-speed,-,-,2000x790x1050,830,215,16,,-,,-,,
贝纳利 BN251,Currently no quotation available,Benelli,street car,domestic production,,single cylinder four stroke water-cooled  250cc,,,,-,-,-,,,,0,,-,,-,,
贝纳利 TNT 1130R,Currently no quotation available,Benelli,sports car,domestic production,,inline three cylinder four stroke water-cooled  1130cc,,,,international 6-speed,none,-,2100x790x1050,830,215,16,,-,,-,,
贝纳利 Tornado 125,Currently no quotation available,Benelli,street car,domestic production,,single cylinder four stroke air-cooled  124cc,11.7,8.6/9000,,5,None,-,1840x755x1025,780,121,7.2,,-,,-,,
贝纳利 Cafe Racer 1130,Currently no quotation available,Benelli,street car,domestic production,,inline three cylinder four stroke water-cooled  1130cc,137.3,101/9500,,international 6-speed,none,-,,820,400,16,,-,,-,,
贝纳利 Titanium,Currently no quotation available,Benelli,street car,domestic production,,three cylinder four stroke water-cooled  1131cc,142.8,105/9500,,6-speed,-,-,,820,400,16,,-,,-,,
贝纳利 Tornado Naked Tre R160,Currently no quotation available,Benelli,street car,domestic production,,three cylinder four stroke oil cooled  1131cc,157.7,116/10200,,6-speed,-,-,,820,400,16,,-,,-,,
贝纳利 354RS,Currently no quotation available,Benelli,street car,domestic production,,four cylinder four stroke air-cooled  345cc,,,,-,-,-,,,,15.5,,-,,-,,
贝纳利 650 Tornado S2,Currently no quotation available,Benelli,street car,domestic production,,with 642cc,,,,-,-,-,,,,17,,-,,-,,
贝纳利 TNT 1130 Century Racers,Currently no quotation available,Benelli,street car,domestic production,,inline three cylinder four stroke water-cooled  1130cc,,,,international 6-speed,none,-,,780,215,16.5,,-,,-,,
贝纳利 TNT 1130 Sport,Currently no quotation available,Benelli,street car,domestic production,,inline three cylinder four stroke water-cooled  1130cc,,,,international 6-speed,none,-,,820,,16,,-,,-,,
贝纳利 TNT 1130 Titanium,Currently no quotation available,Benelli,street car,domestic production,,inline three cylinder four stroke water-cooled  1130cc,,,,international 6-speed,none,-,,820,,16,,-,,-,,
贝纳利 BJ800-B,Currently no quotation available,Benelli,street car,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  800cc,96.5,71/,,international 6-speed,standard,-,213x80x1100,,208,0,,-,,-,,
贝纳利 TNT899(进口),Currently no quotation available,Benelli,street car,domestic production,,inline three cylinder four stroke water-cooled+oil cooled  900cc,,,,international 6-speed,none,-,,820,208,16,,-,,-,,
贝纳利 幼狮 Leoncino 150,13980,Benelli,Retro,Domestic,Zhejiang Qianjiang Motorcycle Co.,single cylinder four stroke water-cooled  150cc,15.6,11.5/9000,,international 6-speed,standard,xx(mm),2030x825x1090,760,136,12.5,99,-,,-,,
贝纳利 幼狮 Leoncino 500,38800,Benelli,Retro,Domestic,,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,standard,xx(mm),2160x875x1160,790,207,12.7,160,4.5,,280,,
贝纳利 幼狮 Leoncino 800,39800,Benelli,Retro,Domestic,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  800cc,96.5,71/9000,,international 6-speed,standard,-,2140x855x1170,800,217,15,210,-,,-,,"Forest Green/Matte Black, Durable Silver Paint/Matte Black"
贝纳利 幼狮 Leoncino 250,19900,Benelli,Retro,Domestic,Zhejiang Qianjiang Motorcycle Co.,single cylinder four stroke water-cooled  250cc,27.2,20/10500,,international 6-speed,standard,-,2040x840x1115,760,164,12.5,,-,,-,,"KJ sports car blue/burnt red coral, high cool gray, gemstone red, forest green"
贝纳利 金鹏 TRK502,36680,Benelli,tension,domestically produced,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  500cc,47.6,35/8500,,international 6-speed,standard,-,2300x925x1398,825,255,20,170,-,,-,,"Forest Green, Black Diamond"
贝纳利 TRK552,36680,Benelli,tension,domestically produced,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  550cc,61.2,45/8500,,international 6-speed,standard,-,2300x940x1360,825,246,20,172,-,,-,,"matte silver gray/starry black, earth gray/starry black, diamond black"
贝纳利 302 Touring,33800,Benelli,,domestic production,,inline dual cylinder four stroke water-cooled  300cc,35.4,26/12000,,international 6-speed,standard,-,2190x820x1390,795,216,17.5,160,-,,-,,
贝纳利 TRK702,40800,Benelli,tension,domestically produced,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  700cc,76.1,56/8500,,international 6-speed,standard,-,2330x940x1395,825,220,20,190,-,,-,,"desert yellow, sub black, silver"
贝纳利 BN 600 GT,Currently no quotation available,Benelli,,domestic production,,inline four cylinder four stroke water-cooled  600cc,81.6,60/11000,,international 6-speed,standard,-,2150x840x1280,800,243,27,,-,,-,,
贝纳利 600GC,59800,Benelli,,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline four cylinder four stroke water-cooled  600cc,81.6,60/11000,,international 6-speed,standard,xx(mm),2190x860x1270,800,280,27,190,-,,450,,
贝纳利 Tre 899K,Currently no quotation available,Benelli,tension,domestically produced,,inline three cylinder four stroke water-cooled  899cc,,,,international 6-speed,none,-,2183x850x1320,840,210,20.7,,-,,-,,
贝纳利 1200GT,99800,Benelli,,domestic production,Zhejiang Qianjiang Motorcycle Co.,inline three cylinder four stroke water-cooled  1200cc,136.0,100/9000,,international 6-speed,standard,xx(mm),2400x970x1620,780,320,22,230,-,,-,,"black, blue, white"
贝纳利 Tre 1130K,Currently no quotation available,Benelli,tension,domestically produced,,inline three cylinder four stroke water-cooled  1130cc,,,,international 6-speed,none,-,,849,215,16,,-,,-,,
贝纳利 金鹏 TRK251,19800,Benelli,tension,domestically produced,Zhejiang Qianjiang Motorcycle Co.,single cylinder four stroke water-cooled  250cc,27.2,20/10500,,international 6-speed,standard,xx(mm),2090x830x1310,800,173,18,129,3.5,,-,,"white, red, black, gray"
贝纳利 TRK 125,Currently no quotation available,Benelli,tension,domestically produced,,single cylinder four stroke water-cooled  125cc,12.8,9.4/,,international 6-speed,-,-,,,,0,,-,,-,,
贝纳利 Tre 1130K Amazonas,Currently no quotation available,Benelli,tension,domestically produced,,inline three cylinder four stroke water-cooled  1130cc,,,,international 6-speed,none,-,2200x850x1340,840,,22,,-,,-,,
贝纳利 TRK800,Currently no quotation available,Benelli,tension,domestically produced,,800cc,,,,-,-,-,,,,0,,-,,-,,
贝纳利 TRK900,Currently no quotation available,Benelli,tension,domestically produced,Zhejiang Qianjiang Motorcycle Co.,inline dual cylinder four stroke water-cooled  900cc,104.7,77/9000,,international 6-speed,standard,-,2280x975x1450,,249,0,215,-,,-,,
贝纳利 RFS150i,8980,Benelli,bending beam,domestic,,single cylinder four stroke water-cooled  150cc,13.3,9.8/9000,,international 6-speed,none,-,2010x675x1150,780,130,4.8,100,-,,250,,"Black, Red, Yellow, Red, Black"
贝纳利 利刃150,13800,Benelli,pedal,domestic,,single cylinder four stroke water-cooled  150cc,11.7,8.6/8500,,-,None,-,2125x770x1395,790,152,8.6,95,-,,-,,
贝纳利 银刃 BJ250T-8,23800,Benelli,pedal,domestic,,single cylinder four stroke water-cooled  250cc,21.1,15.5/7000,,CVT continuously variable transmission automatic transmission,standard,-,2170x790x1398,780,195,11.1,110,-,,-,,"Titanium Grey, DBS White, Ocean Blue, Pearl Black"
贝纳利 UNO C 150,Currently no quotation available,Benelli,street car,domestic production,,-,,,,-,-,-,,,,0,,-,,-,,
贝纳利 UNO C 250,Currently no quotation available,Benelli,street car,domestic production,,single cylinder single stroke water-cooled  249cc,,,,-,-,-,2030x760x1120,,,0,,-,,-,,
贝纳利 Caffenero 125,Currently no quotation available,Benelli,pedal,domestic,,single cylinder four stroke water-cooled  124cc,12.1,8.9/8250,,-,-,-,,800,,7.4,,-,,-,,
贝纳利 Caffenero 150,Currently no quotation available,Benelli,pedal,domestic,,single cylinder four stroke water-cooled  151cc,13.1,9.6/7500,,CVT continuously variable transmission automatic transmission,-,-,,800,,7.4,,-,,-,,
贝纳利 Macis 125,Currently no quotation available,Benelli,pedal,domestic,,single cylinder four stroke water-cooled  124cc,12.1,8.9/8500,,-,-,-,,800,,7.4,,-,,-,,
贝纳利 Macis 150,Currently no quotation available,Benelli,pedal,domestic,,single cylinder four stroke water-cooled  151cc,12.4,9.1/7500,,-,-,-,,800,,7.4,,-,,-,,
贝纳利 Pepe 50,Currently no quotation available,Benelli,pedal,domestic,,single cylinder two-stroke air-cooled  49cc,,,,-,-,-,,770,,6,,-,,-,,
贝纳利 Pepe 50 Classic,Currently no quotation available,Benelli,pedal,domestic,,single cylinder two-stroke air-cooled  49cc,,,,-,-,-,,770,,7.5,,-,,-,,
贝纳利 QuattronoveX Offroad,Currently no quotation available,Benelli,pedal,domestic,,air-cooled  49cc,,,,-,-,-,,800,,6,,-,,-,,
贝纳利 Velvet 150,Currently no quotation available,Benelli,pedal,domestic,,single cylinder four stroke air-cooled  151cc,11.4,8.4/8000,,-,-,-,,830,,9.5,,-,,-,,
贝纳利 Caffenero 250,Currently no quotation available,Benelli,pedal,domestic,,-,,,,-,-,-,,,,0,,-,,-,,
贝纳利 X125,Currently no quotation available,Benelli,pedal,domestic,,-,,,,-,-,-,,,,0,,-,,-,,
贝纳利 X150,Currently no quotation available,Benelli,pedal,domestic,,-,,,,-,-,-,,,,0,,-,,-,,
贝纳利 Pepe 50 4T,Currently no quotation available,Benelli,pedal,domestic,,-,,,,-,-,-,,,,0,,-,,-,,
贝纳利 CAFFENERO 150,Currently no quotation available,Benelli,pedal,domestic,,single cylinder four stroke water-cooled  150cc,13.1,9.6/7500,,CVT continuously variable transmission automatic transmission,-,-,2070x730x1195,800,,0,,-,,-,,
贝纳利 帝国 imperiale 400,23800,Benelli,Retro,Domestic,,single cylinder four stroke air-cooled  400cc,21.1,15.5/5500,,international 5-speed,standard,-,2170x820x1120,780,205,12,114,-,,-,,
贝纳利 354 Sport II,Currently no quotation available,Benelli,street car,domestic production,,four cylinder four stroke air-cooled  345cc,,,,-,-,-,,,,15.5,,-,,-,,
贝纳利 750Sei,Currently no quotation available,Benelli,street car,domestic production,,,,,,-,-,-,,737,,23,,-,,-,,
贝纳利 BJ250GY-2,18800,Benelli,Off road,Domestic,,single cylinder four stroke water-cooled  250cc,24.5,18/9000,,international 6-speed,none,-,2230x860x1210,890,140,9.6,125,-,,-,,
贝纳利 蓝宝龙BJ300GS,27500,Benelli,street car,domestic production,,inline dual cylinder four stroke water-cooled  300cc,35.4,26/12000,,-,standard,-,2130x775x1120,790,196,16,170,4.5,,-,,"spruce green, starlight white"
贝纳利 Motard 250,Currently no quotation available,Benelli,street car,domestic production,,-,,,,-,-,-,,,,0,,-,,-,,
贝纳利 900Sei,Currently no quotation available,Benelli,street car,domestic production,,inline six cylinder four stroke air-cooled  900cc,,,,-,-,-,,,254,16.5,,-,,-,,
贝纳利 BX 449 Cross,Currently no quotation available,Benelli,Off road,Domestic,,single cylinder four stroke water-cooled  449cc,,,,-,-,-,,960,,9,,-,,-,,
贝纳利 BX 570 Motard,Currently no quotation available,Benelli,street car,domestic production,,single cylinder four stroke water-cooled  569cc,,,,-,-,-,,,,8.5,,-,,-,,
光阳 赛艇 250,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  250cc,21.8,16/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2250x800x1280,780,199,13,114,3.18,,-,,"Mist Diamond Silver/Blue, Flowing Silver, Mist Brown/Silver, Sparkling Black Gold"
光阳 Xciting 250i,23800,Guangyang,pedal,domestic,,single cylinder four stroke water-cooled  250cc,21.75,16/7500,,continuously variable transmission,none,-,2250x800x1280,740,199,0,115,3.8,,-,,
光阳 People 250,23800,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  250cc,21.8,16/7500,,CVT continuously variable transmission automatic transmission,standard,-,2200x765x1280,,191,13,118,2.4,,380,,"Mist Diamond Silver, Porsche Grey"
光阳 赛艇 ST250,26999,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  250cc,23.4,17.2/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2130x755x1360,770,182,10.5,123,3.14,,-,,"Platinum, Black Gold"
光阳 赛艇 S250,27980,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  250cc,23.4,17.2/7500,,CVT continuously variable transmission automatic transmission,standard,-,2172x785x1145,785,192,13,120,2.95,,-,,Black and Gold
光阳 赛艇 CT300,29980,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  300cc,23.2,17.1/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2197x800x1200,780,198,10.2,115,-,,-,,"Pearl Black, Pearl White"
光阳 Xciting 300i,32574,Guangyang,pedal,domestic,,single cylinder four stroke water-cooled  300cc,23.2,17.05/8000,,-,None,-,2235x800x1365,,195,13,120,2,,-,,
光阳 Xciting 300,32800,Guangyang,pedal,domestic,,single cylinder four stroke water-cooled  300cc,23.18,17.05/8000,,-,standard,-,2235x800x1270,,195,13,120,3.32,,-,,
光阳 赛艇 S350,34980,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  320cc,28.8,21.2/,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2170x785x1145,785,192,13,132,2.98,,375,,black gold
光阳 赛艇 S400,46800,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  400cc,33.9,24.9/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2260x810x1300,805,211,13,140,3.72,,-,,"Dark Iron Grey/Brown Gold, Flat Silver/Flat Black, Matte Blue/Flat Silver"
光阳 Xciting S400,59980,Guangyang,pedal,domestic,Taiwan,single cylinder four stroke water-cooled  400cc,34.9,25.7/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),219x80x1345,810,213,12.5,140,3.77,,-,,"Space Grey, Mist Diamond Silver, Flat Light White, Flat Light Black, Matte Deep Blue"
光阳 AK550,89800,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,inline dual cylinder four stroke water-cooled  550cc,53.0,39/,,CVT continuously variable transmission automatic transmission,standard,-,2190x940x1360,785,239,14,160,3.96,,-,,"Quiet Blue, Flat Brown, Bright Black"
光阳 王道 Myroad 700i,98000,Guangyang,pedal,domestic,Taiwan,inline dual cylinder four stroke water-cooled  700cc,59.8,44/7250,,CVT continuously variable transmission automatic transmission,-,-,2309x824x1218,,292,14,,-,,-,,
光阳 赛艇 L300,34580,Guangyang,pedal,domestic,,single cylinder four stroke water-cooled  300cc,23.2,17.05/8000,,CVT continuously variable transmission automatic transmission,standard,-,2235x800x1270,,195,0,,-,,-,,"white blue, white red"
光阳 NIKITA 300,,Guangyang,pedal,domestic,,single cylinder water-cooled  298cc,,,,-,None,-,,740,189,0,,-,,-,,
光阳 Downtown 300i,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,,,,,-,-,-,2200x808x1148,775,,12.5,,-,,-,,
光阳 People GT 300i,,Guangyang,pedal,domestic,,single cylinder four stroke water-cooled  298cc,,,,-,-,-,2129x749x1278,810,,9.1,,-,,-,,
光阳 Xciting 250Ri,,Guangyang,pedal,domestic,,single cylinder four stroke water-cooled  251cc,,,,-,-,-,,770,,12.5,,-,,-,,
光阳 Xciting 500i,,Guangyang,pedal,domestic,,single cylinder four stroke  498cc,,,,-,-,-,2250x810x1450,,,12.5,,-,,-,,
光阳 Xciting 500Ri,,Guangyang,pedal,domestic,,single cylinder four stroke water-cooled  498cc,,,,-,standard,-,,765,,12.8,,-,,-,,
光阳 People S 300,,Guangyang,pedal,domestic,Changzhou Guangyang Motorcycle Co.,single cylinder four stroke water-cooled  300cc,28.8,21.2/8000,,-,standard,-,2130,810,,9,,-,,-,,
光阳 DT X 360,,Guangyang,pedal,domestic,Taiwan,single cylinder four stroke water-cooled  320cc,28.8,21.2/7250,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2165x780x1290,800,194,12.5,,-,,-,,
光阳 CV-L6,,Guangyang,pedal,domestic,Taiwan,,,,,-,-,-,,,,0,,-,,-,,yellow black
光阳 X350,,Guangyang,pedal,domestic,,single cylinder four stroke water-cooled  320cc,29.2,21.5/7500,,CVT continuously variable transmission automatic transmission,standard,-,2200x845x1400,790,190,14,130,-,,400,,"gray, black gold, platinum"
光阳 猎路者CK1-125,9697,Guangyang,street car,domestic production,,single cylinder four stroke air-cooled  125cc,9.1,6.7/8000,,international 5-speed,none,-,2035x740x1050,,135,12.5,95,2.5,,180,,
光阳 猎路者CK1-150,12980,Guangyang,street car,domestic production,,single cylinder four stroke water-cooled  150cc,12.9,9.5/8000,,-,-,-,2040,784,147,13.5,113,-,,-,,
光阳 KRider 400,27800,Guangyang,street car,domestic production,Changzhou Guangyang Motorcycle Co.,inline dual cylinder four stroke water-cooled  400cc,43.5,32/9500,,international 6-speed,standard,-,2118x830x1100,,205,15,158,3.87,,-,,"white, black, gold"
光阳 AIR150,,Guangyang,street car,domestic production,,single cylinder four stroke air-cooled  149cc,,,,2,None,-,1755x765x1030,,,0,,-,,-,,
光阳 Stryker 125,,Guangyang,street car,domestic production,,single cylinder four stroke oil cooled  124cc,,,,-,-,-,2120x880x1300,860,,14,,-,,-,,
光阳 CV3,,Guangyang,Three Wheel,Domestic,Taiwan,inline dual cylinder four stroke water-cooled  550cc,53.7,39.5/7500,,-,standard,xx(mm),2140x960x1580,,282,12.5,,3.77,,-,,
光阳 魔玩 MO one,5699,Guangyang,pedal,domestic,,,,,,,-,-,1695x723x1052,,55,,25,,,75,,"black, white"
光阳 i-ONE,10480,Guangyang,pedal,domestic,,,2.0,1.5/,,,-,-,,,,,49,,,55,,
光阳 i-Like,15180,Guangyang,pedal,domestic,,,,,,,-,-,,,,,64.2,,,65,,"Glacier Blue, Milk Tea White"
光阳 S7,24999,Guangyang,pedal,domestic,,,,,,,standard,xx(mm),,,,,92,,,155,,
光阳 Super NEX,,Guangyang,sports car,domestic production,,,,,,,-,-,,,,,250,,,-,,
光阳 F9,,Guangyang,pedal,domestic,,,,,,,-,-,,,,,110,,,180,,
光阳 骏舞CK110-E,4380,Guangyang,bending beam,domestic,,single cylinder four stroke air-cooled  110cc,6.1,4.5/7500,,-,-,-,1870x690x1065,,95,4,81,1,,-,,
光阳 锐骥125,6180,Guangyang,street car,domestic production,,single cylinder four stroke air-cooled  125cc,10.3,7.6/8000,,-,-,-,2080x730x1100,,127,0,95,-,,-,,
光阳 A.I.R150,7280,Guangyang,street car,domestic production,,4-stroke  150cc,11.3,8.3/7500,,-,-,-,2050x750x1115,,130,0,98,-,,-,,
光阳 Pulsar 125,,Guangyang,street car,domestic production,,single cylinder four stroke oil cooled  124cc,,,,-,-,-,,780,,16,,-,,-,,
光阳 K-PIE 125,9625,Guangyang,street car,domestic production,,single cylinder four stroke air-cooled  125cc,8.16,6/7000,,-,-,-,,,,4.5,,1.38,,-,,
光阳 光阳派K-PIE,9625,Guangyang,Retro,Domestic,,single cylinder four stroke air-cooled  125cc,8.2,6/7000,,4,-,-,1965x750x1050,,101,0,90,-,,-,,
光阳 K-Pipe 50,,Guangyang,Retro,Domestic,,single cylinder air-cooled  49cc,,,,-,-,-,1940x940x1050,800,,5,,-,,-,,
光阳 K-Pipe 125,,Guangyang,Retro,Domestic,,single cylinder four stroke air-cooled  123cc,,,,-,-,-,1940x940x1050,800,120,5,,-,,-,,
光阳 Quannon 150,,Guangyang,street car,domestic production,,4-stroke oil cooling  149cc,,,,-,-,-,2057,800,,0,,-,,-,,
光阳 Quannon 125,,Guangyang,street car,domestic production,,single cylinder four stroke oil cooled  124cc,,,,-,-,-,,,,0,,-,,-,,
光阳 Venox 250,,Guangyang,Cruising Crown Prince,Domestic,,single cylinder four stroke water-cooled  249cc,,,,-,-,-,,737,190,14,,-,,-,,
三阳 Tini110,7980,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  110cc,8.2,6/8000,,CVT continuously variable transmission automatic transmission,none,xx(mm),1730x690x1025,720,96,5.2,86,2.3,,-,,"cement gray, jade white"
三阳 悍将,9680,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,10.2,7.5/8500,,CVT continuously variable transmission automatic transmission,-,xx(mm),1888x685x1114,740,117,6.5,95,-,,-,,"white, diamond black, ice sea blue, gemstone red"
三阳 Taking 50i,7980,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  50cc,3.7,2.7/8000,,CVT continuously variable transmission automatic transmission,none,xx(mm),1760x695x1050,,93,5.2,45,-,,-,,"Grey, Diamond Black, New Pink, Lilac Purple, Jade White"
三阳 CLBCU,9980,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke air-cooled  125cc,9.7,7.1/7000,,CVT continuously variable transmission automatic transmission,standard,-,1780x630x1060,745,99,6.5,95,1.65,,360,,
三阳 GR150 电喷版,11480,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,1805x680x1100,770,104,5.5,95,-,,-,,
三阳 小钢侠 CROX,15800,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1885x775x1095,765,123,6.2,,-,,-,,
三阳 4MICA,11980,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,none,xx(mm),1930x670x1055,770,136,8,105,-,,-,,"dark cocoa, orange mint, cloud cream"
三阳 Fiddle,14980,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,1875x670x1115,,128,6.2,105,-,,-,,
三阳 JET SL,12980,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1820x680x1095,770,130,6.5,105,-,,-,,
三阳 巡弋 Cruisym150,15980,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2015x787x1125,785,137,7.2,105,2.8,,-,,"Mamba Green, Dark Silver, Aurora Silver, Illusion White, Extinction Black"
三阳 XS175T,16800,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  175cc,12.24,9/7500,,-,None,-,1995,,,7.5,110,-,,-,,
三阳 FNX150,16800,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1895x685x1105,770,128,6.2,105,-,,-,,
三阳 巡弋 Cruisym150GT,16980,Sanyang,pedal,domestic,,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,-,2015x760x1208,,145,12,105,-,,-,,
三阳 MMBCU,17980,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.7,10.8/,,CVT continuously variable transmission automatic transmission,standard,-,1995x760x1125,,136,7.1,107,-,,-,,
三阳 巡弋 Cruisym150X,18800,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),2003x797x1115,775,141,7.5,105,-,,-,,
三阳 DRG,18980,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.7,10.8/7500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1995x750x1125,770,135,7.3,107,-,,-,,
三阳 Husky ADV 150,18980,Sanyang,pedal,domestic,Xiamen Xiaxing Motorcycle Co.,single cylinder four stroke water-cooled  150cc,14.7,10.8/7500,,CVT continuously variable transmission automatic transmission,standard,-,1980x780x1225,800,150,15.2,107,-,,-,,"Space Grey, Cement Grey, Phantom White"
三阳 Symphony SR,15422,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  175cc,12.2,9/7500,,-,-,-,1995x725x1195,,,7.5,110,-,,-,,
三阳 JET Power,13277,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,-,-,-,1747x690x1082,,117,5.5,130,-,,-,,
三阳 巡弋 Cruisym180,Currently no quotation available,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  180cc,12.2,9/7500,,CVT continuously variable transmission automatic transmission,standard,-,1990x730x1116,771,134,7.5,100,-,,-,,
三阳 F1 super,6800,Sanyang,pedal,domestic,,single cylinder four stroke air-cooled  125cc,7.7,5.66/7500,,-,-,-,1823x695x1092,765,,5.5,85,-,,-,,
